#,Match_ID,Team,Is_Winner,Duration,Nickname,Hero_Name,K,D,A,Account_ID
106,6392043484,Dire,Yes,31 мин,OUHETTUR,Warlock,9,1,16,53849319
107,6391970994,Radiant,Yes,36 мин,Жора Пасатижи,Death Prophet,4,7,18,132943958
107,6391970994,Radiant,Yes,36 мин,StrongLeg,Pangolier,12,3,14,34226035
107,6391970994,Radiant,Yes,36 мин,Бомбическая 4ка,Pudge,8,9,15,932262749
107,6391970994,Radiant,Yes,36 мин,Y O S E N,Juggernaut,12,1,13,104608913
107,6391970994,Radiant,Yes,36 мин,teo,Silencer,9,4,22,110621494
107,6391970994,Dire,No,36 мин,Хоссср,Tidehunter,4,11,8,35394283
107,6391970994,Dire,No,36 мин,Duck Vader,Witch Doctor,2,9,10,156524895
107,6391970994,Dire,No,36 мин,Булка с маком,Pugna,6,13,10,48804856
107,6391970994,Dire,No,36 мин,Danny Lee,Shadow Fiend,4,9,9,121593086
107,6391970994,Dire,No,36 мин,OUHETTUR,Outworld Destroyer,7,4,7,53849319
108,6390080429,Radiant,Yes,37 мин,Хоссср,Tidehunter,5,4,8,35394283
108,6390080429,Radiant,Yes,37 мин,Snake-Jazzman,Shadow Shaman,1,14,15,37615683
108,6390080429,Radiant,Yes,37 мин,StrongLeg,Doom,2,8,9,34226035
108,6390080429,Radiant,Yes,37 мин,Жора Пасатижи,Weaver,13,6,8,132943958
108,6390080429,Radiant,Yes,37 мин,Danny Lee,Shadow Fiend,14,1,5,121593086
108,6390080429,Dire,No,37 мин,Atzik,Witch Doctor,9,5,7,44019880
108,6390080429,Dire,No,37 мин,Булка с маком,Crystal Maiden,4,13,11,48804856
108,6390080429,Dire,No,37 мин,teo,Dragon Knight,10,8,16,110621494
108,6390080429,Dire,No,37 мин,OUHETTUR,Zeus,1,5,20,53849319
108,6390080429,Dire,No,37 мин,Y O S E N,Morphling,6,4,9,104608913
109,6390035706,Radiant,Yes,25 мин,Atzik,Witch Doctor,5,6,14,44019880
109,6390035706,Radiant,Yes,25 мин,Булка с маком,Lion,2,7,16,48804856
109,6390035706,Radiant,Yes,25 мин,StrongLeg,Centaur Warrunner,8,3,14,34226035
109,6390035706,Radiant,Yes,25 мин,Danny Lee,Sniper,16,2,9,121593086
109,6390035706,Radiant,Yes,25 мин,Y O S E N,Bloodseeker,7,3,9,104608913
109,6390035706,Dire,No,25 мин,Хоссср,Riki,7,8,6,35394283
109,6390035706,Dire,No,25 мин,Snake-Jazzman,Shadow Shaman,3,11,5,37615683
109,6390035706,Dire,No,25 мин,OUHETTUR,Snapfire,3,6,4,53849319
109,6390035706,Dire,No,25 мин,teo,Dazzle,1,6,6,110621494
109,6390035706,Dire,No,25 мин,Жора Пасатижи,Skywrath Mage,6,7,5,132943958
110,6388237039,Radiant,Yes,42 мин,Хоссср,Enigma,8,6,16,35394283
110,6388237039,Radiant,Yes,42 мин,Snake-Jazzman,Shadow Shaman,2,15,7,37615683
110,6388237039,Radiant,Yes,42 мин,Жора Пасатижи,Terrorblade,8,2,12,132943958
110,6388237039,Radiant,Yes,42 мин,Булка с маком,Pugna,11,12,18,48804856
110,6388237039,Radiant,Yes,42 мин,Danny Lee,Tiny,3,6,13,121593086
110,6388237039,Dire,No,42 мин,Atzik,Witch Doctor,10,5,16,44019880
110,6388237039,Dire,No,42 мин,StrongLeg,Kunkka,11,9,15,34226035
110,6388237039,Dire,No,42 мин,Duck Vader,Crystal Maiden,4,6,18,156524895
110,6388237039,Dire,No,42 мин,teo,Dawnbreaker,7,9,25,110621494
110,6388237039,Dire,No,42 мин,OUHETTUR,Wraith King,9,3,13,53849319
111,6388154248,Radiant,Yes,55 мин,Atzik,Witch Doctor,11,15,14,44019880
111,6388154248,Radiant,Yes,55 мин,Duck Vader,Ogre Magi,6,12,24,156524895
111,6388154248,Radiant,Yes,55 мин,StrongLeg,Tidehunter,0,14,29,34226035
111,6388154248,Radiant,Yes,55 мин,OUHETTUR,Arc Warden,16,4,16,53849319
111,6388154248,Radiant,Yes,55 мин,teo,Sniper,20,10,23,110621494
111,6388154248,Dire,No,55 мин,Хоссср,Pudge,7,12,26,35394283
111,6388154248,Dire,No,55 мин,Snake-Jazzman,Shadow Shaman,4,12,15,37615683
111,6388154248,Dire,No,55 мин,Булка с маком,Pugna,7,18,23,48804856
111,6388154248,Dire,No,55 мин,Жора Пасатижи,Snapfire,16,5,13,132943958
111,6388154248,Dire,No,55 мин,Danny Lee,Razor,19,6,17,121593086
112,6386366016,Radiant,Yes,38 мин,Хоссср,Riki,25,5,25,35394283
112,6386366016,Radiant,Yes,38 мин,Snake-Jazzman,Shadow Shaman,4,11,19,37615683
112,6386366016,Radiant,Yes,38 мин,dezzzla,Magnus,8,2,26,195657222
112,6386366016,Radiant,Yes,38 мин,Булка с маком,Pugna,9,8,20,48804856
112,6386366016,Radiant,Yes,38 мин,Жора Пасатижи,Tinker,19,2,24,132943958
112,6386366016,Dire,No,38 мин,Atzik,Witch Doctor,5,13,10,44019880
112,6386366016,Dire,No,38 мин,Boos1k,Pudge,0,18,8,222691357
112,6386366016,Dire,No,38 мин,Бомбическая 4ка,Lifestealer,7,8,3,932262749
112,6386366016,Dire,No,38 мин,teo,Nature's Prophet,4,18,8,110621494
112,6386366016,Dire,No,38 мин,StrongLeg,Clinkz,11,8,6,34226035
117,5651590366,Radiant,Yes,38 мин,Бомбическая 4ка,Pudge,12,12,17,932262749
117,5651590366,Radiant,Yes,38 мин,teo,Legion Commander,6,8,20,110621494
117,5651590366,Radiant,Yes,38 мин,Y O S E N,Anti-Mage,26,0,10,104608913
117,5651590366,Radiant,Yes,38 мин,StrongLeg,Dazzle,6,9,25,34226035
117,5651590366,Radiant,Yes,38 мин,Snake-Jazzman,Ursa,3,9,24,37615683
117,5651590366,Dire,No,38 мин,Булка с маком,Pugna,5,14,14,48804856
117,5651590366,Dire,No,38 мин,Газы Балллон,Bristleback,5,4,18,171474763
117,5651590366,Dire,No,38 мин,Atzik,Witch Doctor,8,14,9,44019880
117,5651590366,Dire,No,38 мин,Acid rain,Ogre Magi,5,10,14,877646010
117,5651590366,Dire,No,38 мин,Хоссср,Phantom Assassin,14,13,10,35394283
118,5651471019,Radiant,Yes,33 мин,teo,Zeus,10,10,19,110621494
118,5651471019,Radiant,Yes,33 мин,StrongLeg,Dragon Knight,7,4,19,34226035
118,5651471019,Radiant,Yes,33 мин,dezzzla,Templar Assassin,7,8,16,195657222
118,5651471019,Radiant,Yes,33 мин,Desert Corn,Dazzle,2,7,15,385245590
118,5651471019,Radiant,Yes,33 мин,Y O S E N,Morphling,20,2,7,104608913
118,5651471019,Dire,No,33 мин,Хоссср,Techies,10,10,9,35394283
118,5651471019,Dire,No,33 мин,Boos1k,Windranger,2,8,6,222691357
118,5651471019,Dire,No,33 мин,Булка с маком,Pugna,15,14,7,48804856
118,5651471019,Dire,No,33 мин,Газы Балллон,Lifestealer,3,7,9,171474763
118,5651471019,Dire,No,33 мин,Atzik,Lion,1,8,7,44019880
119,5380941814,Radiant,No,52 мин,Жора Пасатижи,Necrophos,8,10,12,132943958
119,5380941814,Radiant,No,52 мин,Sonsaky,Lich,3,9,20,67889298
119,5380941814,Radiant,No,52 мин,OUHETTUR,Legion Commander,8,7,16,53849319
119,5380941814,Radiant,No,52 мин,Y O S E N,Gyrocopter,7,5,8,104608913
119,5380941814,Radiant,No,52 мин,Vicont,Lion,2,16,16,244273380
119,5380941814,Dire,Yes,52 мин,StrongLeg,Jakiro,6,5,26,34226035
119,5380941814,Dire,Yes,52 мин,teo,Tidehunter,4,5,18,110621494
119,5380941814,Dire,Yes,52 мин,Хоссср,Pudge,15,7,24,35394283
119,5380941814,Dire,Yes,52 мин,dezzzla,Sniper,17,4,12,195657222
119,5380941814,Dire,Yes,52 мин,Булка с маком,Earthshaker,5,8,19,48804856
120,5380855525,Radiant,Yes,25 мин,Жора Пасатижи,Nature's Prophet,12,5,10,132943958
120,5380855525,Radiant,Yes,25 мин,OUHETTUR,Dragon Knight,6,5,16,53849319
120,5380855525,Radiant,Yes,25 мин,Sonsaky,Lich,3,8,15,67889298
120,5380855525,Radiant,Yes,25 мин,Y O S E N,Lycan,9,3,15,104608913
120,5380855525,Radiant,Yes,25 мин,Vicont,Shadow Shaman,1,10,14,244273380
120,5380855525,Dire,No,25 мин,dezzzla,Invoker,6,5,12,195657222
120,5380855525,Dire,No,25 мин,teo,Bristleback,7,4,18,110621494
120,5380855525,Dire,No,25 мин,StrongLeg,Winter Wyvern,6,8,8,34226035
120,5380855525,Dire,No,25 мин,Хоссср,Phantom Assassin,8,8,13,35394283
120,5380855525,Dire,No,25 мин,Булка с маком,Lion,4,8,12,48804856
121,5378857438,Radiant,No,55 мин,Жора Пасатижи,Viper,3,9,18,132943958
121,5378857438,Radiant,No,55 мин,Sonsaky,Lich,7,12,13,67889298
121,5378857438,Radiant,No,55 мин,OUHETTUR,Wraith King,9,7,15,53849319
121,5378857438,Radiant,No,55 мин,Lawyer,Grimstroke,1,10,20,287854202
121,5378857438,Radiant,No,55 мин,Y O S E N,Outworld Destroyer,11,11,8,104608913
121,5378857438,Dire,Yes,55 мин,dezzzla,Monkey King,17,5,16,195657222
121,5378857438,Dire,Yes,55 мин,teo,Night Stalker,7,7,25,110621494
121,5378857438,Dire,Yes,55 мин,Бомбическая 4ка,Pugna,2,12,24,932262749
121,5378857438,Dire,Yes,55 мин,StrongLeg,Ancient Apparition,8,4,22,34226035
121,5378857438,Dire,Yes,55 мин,Хоссср,Chaos Knight,13,3,14,35394283
122,5378746621,Radiant,No,35 мин,Жора Пасатижи,Disruptor,0,14,9,132943958
122,5378746621,Radiant,No,35 мин,Y O S E N,Axe,1,7,6,104608913
122,5378746621,Radiant,No,35 мин,OUHETTUR,Phantom Lancer,4,4,3,53849319
122,5378746621,Radiant,No,35 мин,Lawyer,Invoker,5,6,3,287854202
122,5378746621,Radiant,No,35 мин,Sonsaky,Oracle,3,11,8,67889298
122,5378746621,Dire,Yes,35 мин,Хоссср,Zeus,7,2,22,35394283
122,5378746621,Dire,Yes,35 мин,dezzzla,Pudge,10,3,19,195657222
122,5378746621,Dire,Yes,35 мин,teo,Tidehunter,7,2,24,110621494
122,5378746621,Dire,Yes,35 мин,StrongLeg,Jakiro,7,3,19,34226035
122,5378746621,Dire,Yes,35 мин,Бомбическая 4ка,Lifestealer,10,4,9,932262749
123,5378643364,Radiant,Yes,26 мин,Жора Пасатижи,Tidehunter,4,4,18,132943958
123,5378643364,Radiant,Yes,26 мин,Y O S E N,Templar Assassin,8,2,6,104608913
123,5378643364,Radiant,Yes,26 мин,Sonsaky,Lich,1,7,12,67889298
123,5378643364,Radiant,Yes,26 мин,Lawyer,Snapfire,8,6,8,287854202
123,5378643364,Radiant,Yes,26 мин,OUHETTUR,Wraith King,6,1,11,53849319
123,5378643364,Dire,No,26 мин,teo,Centaur Warrunner,0,3,6,110621494
123,5378643364,Dire,No,26 мин,dezzzla,Storm Spirit,4,5,3,195657222
123,5378643364,Dire,No,26 мин,Бомбическая 4ка,Rubick,0,8,7,932262749
123,5378643364,Dire,No,26 мин,StrongLeg,Disruptor,0,8,11,34226035
123,5378643364,Dire,No,26 мин,Хоссср,Clinkz,16,5,3,35394283
124,5376835181,Radiant,No,50 мин,Жора Пасатижи,Spectre,5,8,14,132943958
124,5376835181,Radiant,No,50 мин,Бомбическая 4ка,Witch Doctor,3,24,15,932262749
124,5376835181,Radiant,No,50 мин,Y O S E N,Phantom Assassin,15,13,12,104608913
124,5376835181,Radiant,No,50 мин,Vicont,Keeper of the Light,1,17,24,244273380
124,5376835181,Radiant,No,50 мин,дино спамони,Bristleback,9,16,12,182209153
124,5376835181,Dire,Yes,50 мин,teo,Night Stalker,9,6,37,110621494
124,5376835181,Dire,Yes,50 мин,dezzzla,Sniper,38,6,19,195657222
124,5376835181,Dire,Yes,50 мин,StrongLeg,Ancient Apparition,9,8,33,34226035
124,5376835181,Dire,Yes,50 мин,Хоссср,Chaos Knight,18,7,16,35394283
124,5376835181,Dire,Yes,50 мин,Friendly Unit,Venomancer,4,6,20,208410876
125,5376760369,Radiant,No,23 мин,Жора Пасатижи,Bounty Hunter,0,5,2,132943958
125,5376760369,Radiant,No,23 мин,Friendly Unit,Spirit Breaker,0,9,3,208410876
125,5376760369,Radiant,No,23 мин,дино спамони,Phoenix,3,5,0,182209153
125,5376760369,Radiant,No,23 мин,Vicont,Lich,1,9,1,244273380
125,5376760369,Radiant,No,23 мин,Y O S E N,Outworld Destroyer,1,5,0,104608913
125,5376760369,Dire,Yes,23 мин,Хоссср,Ursa,8,1,6,35394283
125,5376760369,Dire,Yes,23 мин,StrongLeg,Grimstroke,5,0,20,34226035
125,5376760369,Dire,Yes,23 мин,teo,Centaur Warrunner,2,1,10,110621494
125,5376760369,Dire,Yes,23 мин,dezzzla,Storm Spirit,10,1,11,195657222
125,5376760369,Dire,Yes,23 мин,Бомбическая 4ка,Rubick,7,2,17,932262749
126,5370947793,Radiant,Yes,32 мин,Жора Пасатижи,Death Prophet,9,4,17,132943958
126,5370947793,Radiant,Yes,32 мин,bl4cky,Bloodseeker,14,5,9,197734210
126,5370947793,Radiant,Yes,32 мин,KiRnyXa,Snapfire,5,11,20,985088428
126,5370947793,Radiant,Yes,32 мин,Vicont,Disruptor,5,8,16,244273380
126,5370947793,Radiant,Yes,32 мин,Y O S E N,Pugna,2,5,12,104608913
126,5370947793,Dire,No,32 мин,Хоссср,Ogre Magi,6,7,11,35394283
126,5370947793,Dire,No,32 мин,StrongLeg,Templar Assassin,9,3,10,34226035
126,5370947793,Dire,No,32 мин,teo,Bristleback,5,9,17,110621494
126,5370947793,Dire,No,32 мин,Бомбическая 4ка,Slark,7,10,7,932262749
126,5370947793,Dire,No,32 мин,Булка с маком,Grimstroke,6,7,18,48804856
127,5370871974,Radiant,Yes,31 мин,Жора Пасатижи,Underlord,5,6,18,132943958
127,5370871974,Radiant,Yes,31 мин,Vicont,Ogre Magi,6,8,14,244273380
127,5370871974,Radiant,Yes,31 мин,Y O S E N,Juggernaut,8,4,9,104608913
127,5370871974,Radiant,Yes,31 мин,bl4cky,Sniper,7,4,9,197734210
127,5370871974,Radiant,Yes,31 мин,KiRnyXa,Snapfire,7,7,9,985088428
127,5370871974,Dire,No,31 мин,StrongLeg,Pangolier,10,6,6,34226035
127,5370871974,Dire,No,31 мин,teo,Wraith King,2,3,11,110621494
127,5370871974,Dire,No,31 мин,Хоссср,Weaver,9,3,6,35394283
127,5370871974,Dire,No,31 мин,Бомбическая 4ка,Grimstroke,1,7,13,932262749
127,5370871974,Dire,No,31 мин,Булка с маком,Lina,5,15,9,48804856
128,5336549254,Radiant,No,49 мин,Жора Пасатижи,Doom,5,8,20,132943958
128,5336549254,Radiant,No,49 мин,leps,Nyx Assassin,8,10,18,235866371
128,5336549254,Radiant,No,49 мин,Vicont,Disruptor,4,16,15,244273380
128,5336549254,Radiant,No,49 мин,Y O S E N,Queen of Pain,10,7,11,104608913
128,5336549254,Radiant,No,49 мин,SOSKA_NERIALKA,Tidehunter,5,6,10,870022587
128,5336549254,Dire,Yes,49 мин,Хоссср,Riki,26,7,10,35394283
128,5336549254,Dire,Yes,49 мин,dezzzla,Outworld Destroyer,11,7,11,195657222
128,5336549254,Dire,Yes,49 мин,StrongLeg,Grimstroke,3,3,28,34226035
128,5336549254,Dire,Yes,49 мин,Булка с маком,Ogre Magi,2,10,24,48804856
128,5336549254,Dire,Yes,49 мин,teo,Bristleback,5,6,24,110621494
129,5336423517,Radiant,No,27 мин,Жора Пасатижи,Vengeful Spirit,6,9,10,132943958
129,5336423517,Radiant,No,27 мин,leps,Slardar,3,9,6,235866371
129,5336423517,Radiant,No,27 мин,Andy WindyHead,Tusk,2,13,8,121607354
129,5336423517,Radiant,No,27 мин,Vicont,Lich,2,14,13,244273380
129,5336423517,Radiant,No,27 мин,Y O S E N,Templar Assassin,7,5,2,104608913
129,5336423517,Dire,Yes,27 мин,Хоссср,Enigma,7,0,23,35394283
129,5336423517,Dire,Yes,27 мин,Булка с маком,Lion,2,9,17,48804856
129,5336423517,Dire,Yes,27 мин,teo,Bristleback,7,5,23,110621494
129,5336423517,Dire,Yes,27 мин,dezzzla,Sniper,22,2,10,195657222
129,5336423517,Dire,Yes,27 мин,StrongLeg,Pangolier,12,5,25,34226035
130,5336273215,Radiant,Yes,44 мин,Жора Пасатижи,Drow Ranger,10,5,8,132943958
130,5336273215,Radiant,Yes,44 мин,Andy WindyHead,Kunkka,2,8,12,121607354
130,5336273215,Radiant,Yes,44 мин,leps,Axe,7,9,8,235866371
130,5336273215,Radiant,Yes,44 мин,Y O S E N,Windranger,14,2,7,104608913
130,5336273215,Radiant,Yes,44 мин,Vicont,Disruptor,3,10,13,244273380
130,5336273215,Dire,No,44 мин,dezzzla,Dragon Knight,10,6,6,195657222
130,5336273215,Dire,No,44 мин,teo,Winter Wyvern,1,8,15,110621494
130,5336273215,Dire,No,44 мин,Хоссср,Huskar,9,9,8,35394283
130,5336273215,Dire,No,44 мин,StrongLeg,Legion Commander,6,4,20,34226035
130,5336273215,Dire,No,44 мин,Булка с маком,Lina,8,9,10,48804856
131,5334150656,Radiant,Yes,33 мин,Жора Пасатижи,Dragon Knight,8,4,8,132943958
131,5334150656,Radiant,Yes,33 мин,Y O S E N,Death Prophet,21,2,12,104608913
131,5334150656,Radiant,Yes,33 мин,Vicont,Shadow Shaman,8,12,22,244273380
131,5334150656,Radiant,Yes,33 мин,Andy WindyHead,Jakiro,4,9,20,121607354
131,5334150656,Radiant,Yes,33 мин,leps,Tidehunter,1,11,25,235866371
131,5334150656,Dire,No,33 мин,StrongLeg,Pangolier,15,7,12,34226035
131,5334150656,Dire,No,33 мин,teo,Crystal Maiden,5,10,18,110621494
131,5334150656,Dire,No,33 мин,Хоссср,Techies,4,5,14,35394283
131,5334150656,Dire,No,33 мин,dezzzla,Shadow Fiend,5,6,17,195657222
131,5334150656,Dire,No,33 мин,Булка с маком,Pudge,6,14,11,48804856
132,5334047600,Radiant,Yes,33 мин,Жора Пасатижи,Sniper,11,2,11,132943958
132,5334047600,Radiant,Yes,33 мин,Vicont,Shadow Shaman,4,8,22,244273380
132,5334047600,Radiant,Yes,33 мин,leps,Underlord,5,5,18,235866371
132,5334047600,Radiant,Yes,33 мин,Andy WindyHead,Windranger,7,7,24,121607354
132,5334047600,Radiant,Yes,33 мин,Y O S E N,Queen of Pain,16,2,16,104608913
132,5334047600,Dire,No,33 мин,teo,Lion,2,12,12,110621494
132,5334047600,Dire,No,33 мин,StrongLeg,Troll Warlord,5,6,4,34226035
132,5334047600,Dire,No,33 мин,Булка с маком,Pugna,8,10,6,48804856
132,5334047600,Dire,No,33 мин,Хоссср,Bristleback,3,9,14,35394283
132,5334047600,Dire,No,33 мин,dezzzla,Snapfire,4,6,7,195657222
